"","A1_FakiAligned","A2_FakiAligned","A2_UntxAligned","A3_FakiAligned","A3_UntxAligned","B1_FakiAligned","B1_UntxAligned","B2_FakiAligned","B3_FakiAligned","B3_UntxAligned","FAKinh_1_ItgB4Aligned","FAKinh_2_ItgB4Aligned","FAKinh_3_ItgB4Aligned","UnTx1_ItgB4Aligned","UnTx3_ItgB4Aligned"
"1700048M11Rik",4,7,0,4,0,3,0,0,0,1,0,0,0,0,1
"1700048O20Rik",96,136,6,249,38,8,0,0,0,1,16,0,0,24,0
"1700049E15Rik",12,1,1,11,0,0,0,0,0,0,0,0,0,0,10
"1700049E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049G17Rik",351,385,158,334,397,346,277,530,208,312,298,295,269,131,153
"1700049L16Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1700051A21Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1700052I22Rik",0,0,0,0,6,0,0,0,0,0,0,1,0,0,0
"1700052K11Rik",125,131,158,176,382,159,190,336,198,271,165,191,263,66,140
"1700052N19Rik",701,830,617,516,691,579,518,656,637,701,542,686,512,760,509
"1700054A03Rik",5,0,11,0,6,0,0,0,2,9,0,0,1,0,0
"1700054K19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054O13Rik",0,0,0,0,4,4,9,6,4,3,0,2,7,0,7
"1700055C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700055N04Rik",0,2,15,0,0,0,2,4,2,1,0,0,0,0,0
"1700056E22Rik",13,27,368,43,134,222,247,193,192,210,162,86,202,260,221
"1700057G04Rik",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"1700057H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700058G18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C20Rik",0,3,5,1,0,0,0,0,0,0,0,0,0,0,0
"1700061F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",9,34,10,25,18,12,0,4,22,15,3,8,3,8,15
"1700061I17Rik",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063D05Rik",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700064M15Rik",9,0,0,10,10,3,0,0,0,0,0,9,4,0,0
"1700065D16Rik",5,7,5,1,2,8,3,4,5,3,6,2,7,0,2
"1700065I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065I17Rik",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"1700065J11Rik",0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
"1700065J18Rik",0,0,0,1,0,0,0,0,0,0,0,2,0,4,0
"1700065O20Rik",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"1700066B17Rik",0,1,0,0,2,0,0,0,0,0,0,3,3,0,0
"1700066B19Rik",0,8,35,0,34,33,46,140,43,39,0,5,16,29,21
"1700066J24Rik",3,0,2,1,0,0,0,0,0,1,0,1,0,0,0
"1700066M21Rik",639,686,647,575,899,596,662,713,347,832,358,647,344,462,279
"1700066N21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066O22Rik",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,6,4,20,3,3,5,26,15,8,5,0
"1700067K01Rik",12,1,2,28,11,1,6,16,5,0,4,0,7,0,2
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"1700069P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071M16Rik",59,109,48,114,71,4,2,25,3,10,10,22,83,2,18
"1700072B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700073E17Rik",22,50,12,23,28,0,0,0,0,0,0,0,0,0,0
"1700074H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"1700081H04Rik",0,0,0,0,0,0,4,0,1,0,10,7,0,0,10
"1700081H22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084C01Rik",1,0,0,13,2,0,0,0,0,0,0,0,0,0,0
"1700084E18Rik",2,6,28,21,31,21,30,26,24,27,4,0,26,32,31
"1700084F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084J12Rik",6,10,5,7,8,17,6,14,14,2,16,23,10,10,11
"1700085B03Rik",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1700085C21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086L19Rik",1559,444,14,1678,463,0,2,0,0,3,112,4,83,21,340
"1700086O06Rik",151,109,180,158,235,211,193,188,184,234,121,120,222,302,230
"1700088E04Rik",16,9,13,12,15,11,7,25,21,16,14,22,20,13,31
"1700091E21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700091H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C02Rik",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1700092C10Rik",0,0,4,0,3,1,0,1,4,4,10,16,3,17,4
"1700092E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092K14Rik",0,0,0,1,2,0,0,4,0,0,0,0,0,1,0
"1700092M07Rik",7,8,16,1,10,7,4,10,9,10,4,18,14,16,13
"1700093K21Rik",0,0,0,0,1,4,0,2,2,0,0,0,4,0,7
"1700094D03Rik",305,119,259,306,314,460,293,384,361,409,334,309,348,235,237
"1700094J05Rik",1,0,7,1,2,2,3,0,3,2,1,0,6,2,1
"1700094M24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095A21Rik",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1700095B10Rik",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1700095B22Rik",42,25,0,34,31,0,0,0,1,0,0,3,12,0,3
"1700096J18Rik",0,0,0,0,0,2,0,3,0,3,0,0,0,0,0
"1700096K18Rik",339,267,147,363,326,116,128,205,114,195,152,233,138,91,217
"1700097N02Rik",0,3,0,2,2,0,0,0,0,0,0,0,0,0,0
"1700100L14Rik",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101E01Rik",24,28,5,27,36,1,2,7,2,7,9,0,5,1,15
"1700101I11Rik",22,35,53,16,29,23,42,13,21,57,18,65,52,30,32
"1700101O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700102H20Rik",8,1,66,27,31,78,47,78,48,66,79,50,89,65,108
"1700102P08Rik",6,32,82,39,110,61,76,51,96,68,60,36,81,74,128
"1700104A03Rik",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1700105P06Rik",27,8,2,8,12,10,3,3,8,3,1,7,15,9,4
"1700106J16Rik",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"1700108F19Rik",16,3,0,12,2,0,0,0,0,0,0,0,0,0,0
"1700108J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109F18Rik",2,2,2,4,11,6,0,6,3,1,10,15,13,4,2
"1700109G14Rik",0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
"1700109G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",13,21,6,20,32,16,12,33,25,16,17,12,32,0,13
"1700109I08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110C19Rik",10,1,0,6,8,0,0,0,0,0,0,0,2,0,0
"1700110I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110K17Rik",0,0,12,0,4,41,5,23,47,14,24,5,13,0,12
"1700110M21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700111N16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112E06Rik",61,108,70,116,151,138,117,100,137,91,180,224,170,117,189
"1700112H15Rik",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1700112J05Rik",0,1,0,0,0,1,0,3,1,0,2,2,0,0,0
"1700113A16Rik",78,131,360,128,283,276,261,310,262,275,385,362,297,354,405
"1700113H08Rik",0,0,10,3,1,0,0,0,0,0,0,0,1,0,0
"1700119H24Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1700120C14Rik",4,3,6,2,9,0,3,8,3,2,5,2,4,4,3
"1700120E14Rik",0,0,24,0,1,20,8,12,14,4,26,1,7,4,1
"1700120G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120K04Rik",32,15,34,8,5,37,11,17,31,27,13,11,15,58,15
"1700121L16Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121N20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123I01Rik",14,3,2,19,17,11,12,21,21,39,39,97,30,14,10
"1700123K08Rik",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123M08Rik",36,45,23,37,29,11,15,43,20,33,27,18,19,16,1
"1700123O12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",1461,1545,2057,1676,1959,1937,1626,2068,1677,1932,1929,1970,2266,1656,1808
"1700123O21Rik",0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
"1700125G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125G22Rik",0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
"1700125H03Rik",0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
"1700125H20Rik",3,8,1,1,0,1,6,3,0,0,10,0,0,0,0
"1700126H18Rik",0,0,2,0,5,3,3,0,6,3,0,0,0,10,0
"1700128A07Rik",1,5,0,10,0,0,0,0,0,0,0,0,0,0,0
"1700128F08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810006J02Rik",0,8,0,1,15,0,0,0,0,4,3,0,1,0,0
"1810007C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007D17Rik",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1810007I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810008I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810009A15Rik",751,647,819,599,868,460,522,696,354,693,638,910,668,509,764
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010D01Rik",4,30,177,3,207,31,154,100,35,179,89,425,84,383,402
"1810010H24Rik",605,426,191,636,196,227,61,249,203,175,112,164,179,265,219
"1810011H11Rik",46,98,53,48,62,5,2,4,9,4,112,60,45,0,0
"1810011O10Rik",1710,1057,8803,2097,4610,6293,9245,8461,6396,7529,4713,3298,5044,5809,4863
"1810012K16Rik",10,6,16,10,0,9,6,8,6,0,37,33,8,14,7
"1810013A23Rik",0,0,0,0,3,0,0,6,1,0,3,0,0,0,1
"1810013D10Rik",833,1070,1058,906,1709,720,978,1431,572,1342,1297,2309,1067,1559,1724
"1810013L24Rik",4972,4684,6136,7347,7509,8781,5444,6177,8786,5694,6947,5210,8384,5898,5588
"1810014B01Rik",206,217,244,247,530,232,161,337,213,355,275,222,253,303,255
"1810018F18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810019D21Rik",64,73,940,81,702,1736,1103,1181,1726,1164,1131,725,1327,1043,1002
"1810019J16Rik",20,62,2417,5,664,1526,1527,1846,1323,1520,1245,1944,1246,1858,1704
"1810020O05Rik",0,5,10,1,26,4,4,18,13,2,11,0,2,33,38
"1810021B22Rik",58,43,60,57,62,35,29,56,36,41,44,61,39,77,77
"1810022K09Rik",186,179,311,248,375,505,422,430,379,470,652,516,658,363,429
"1810024B03Rik",2,2,1,3,3,4,1,1,0,2,8,1,1,1,6
"1810026B05Rik",5047,4080,3463,5730,4849,5149,3660,5082,4177,3328,4219,3956,5709,3184,4200
"1810026J23Rik",3177,3541,4235,3696,3854,3356,2352,4492,3127,3546,4301,6254,4205,3753,4844
"1810030O07Rik",2829,3375,2673,3100,2860,3286,2371,3596,2853,3143,3701,4984,4085,2191,2547
"1810032O08Rik",1033,579,747,1256,704,865,702,573,716,441,686,568,923,715,776
"1810033B17Rik",38,51,355,91,631,13,25,12,3,9,125,65,224,11,247
"1810034E14Rik",150,201,13,173,83,18,12,18,0,17,19,41,24,6,1
"1810035I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1810037I17Rik",2252,1345,2429,2487,2838,2301,2256,2600,1801,2241,1946,1882,2109,1719,2630
"1810041L15Rik",2060,4259,79,2300,3244,8,0,31,0,70,138,146,185,243,928
"1810043G02Rik",1324,1032,924,1460,1012,1019,770,1316,992,842,842,911,928,814,837
"1810043H04Rik",330,316,412,406,466,248,284,387,222,320,567,667,492,379,477
"1810044D09Rik",6,17,64,21,57,71,61,74,51,50,93,119,122,81,99
"1810046K07Rik",35,131,0,6,6,1,0,5,1,5,1,14,2,0,0
"1810053B23Rik",2,12,0,7,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",3246,2857,2726,2724,2678,3118,1907,2812,2861,1897,1931,1482,2159,2159,1941
"1810058I24Rik",2021,1346,2244,1816,2256,2274,2158,1630,1979,1698,1971,1505,2385,2901,2234
"1810062G17Rik",98,54,191,73,156,203,174,135,138,165,162,187,219,224,115
"1810062O18Rik",21,31,47,41,43,40,31,61,50,48,41,97,69,23,48
"1810064F22Rik",1,1,121,0,76,207,105,242,257,168,274,58,217,36,67
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010001E11Rik",0,0,22,0,6,1,0,1,1,0,0,0,0,0,0
"2010001M06Rik",30,24,9,36,38,41,8,53,21,12,73,102,114,19,25
"2010002M12Rik",103,106,36,98,115,29,53,92,43,75,23,8,99,121,5
"2010003K11Rik",0,0,0,5,0,5,0,3,1,3,0,0,9,0,0
"2010003O02Rik",216,98,149,227,168,114,86,108,109,121,191,215,132,114,173
"2010005H15Rik",0,0,0,0,0,0,3,3,0,0,0,0,0,2,0
"2010009K17Rik",62,24,13,14,18,5,4,9,8,12,4,4,15,0,9
"2010010A06Rik",0,0,0,1,2,0,3,0,3,2,0,4,0,0,5
"2010012O05Rik",389,425,519,573,639,358,331,501,282,348,289,610,553,415,453
"2010015L04Rik",473,320,421,406,418,442,393,399,414,410,229,430,425,273,485
"2010016I18Rik",5,29,36,33,70,83,53,69,53,76,48,19,76,18,67
"2010106C02Rik",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106E10Rik",0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
"2010107E04Rik",448,335,848,573,884,824,918,981,625,985,1136,1341,1121,774,1251
"2010107G12Rik",0,17,59,1,20,75,10,75,32,41,0,0,16,74,36
"2010107G23Rik",14,67,1033,62,485,1160,717,1541,908,1105,1086,1182,1469,799,845
"2010109A12Rik",9,8,7,12,26,25,17,24,9,16,50,61,23,54,34
"2010109I03Rik",0,19,21,9,30,8,22,0,12,29,0,6,0,68,0
"2010111I01Rik",2092,1668,1209,2463,1768,1527,1148,1441,1427,1167,883,889,1118,893,992
"2010204K13Rik",26,20,38,26,23,26,8,22,10,1,25,14,22,16,89
"2010300C02Rik",202,313,8441,214,4353,9214,7855,8762,9142,9738,5201,5911,6262,10162,8926
"2010308F09Rik",0,2,0,0,0,0,3,3,0,0,0,2,1,4,0
"2010310C07Rik",13,28,36,11,34,0,31,8,2,9,2,4,9,52,35
"2010315B03Rik",548,762,738,730,1257,985,564,1485,992,1319,1289,1442,1500,218,396
"2010320M18Rik",336,220,499,359,503,257,290,431,140,448,495,729,395,335,469
"2200002D01Rik",30,44,285,40,127,352,184,350,265,161,84,49,79,47,107
"2200002J24Rik",0,0,4,0,0,3,5,5,5,2,0,0,12,0,0
"2210010C04Rik",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"2210013O21Rik",1274,1032,808,1379,1263,872,800,884,646,679,871,1031,997,800,819
"2210015D19Rik",459,389,481,416,383,360,328,369,308,329,340,410,501,181,379
"2210016F16Rik",1757,2423,2072,1841,1992,1199,1294,2000,898,1734,1744,2646,1564,1449,1901
"2210016L21Rik",1356,1256,1041,1246,1104,1018,805,1263,860,1030,933,1233,818,717,1164
"2210018M11Rik",2326,3044,2358,3167,3051,1729,1742,2265,1582,2216,1013,1733,1876,1078,1492
"2210019I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210039B01Rik",128,51,70,72,24,69,72,46,59,30,75,62,70,28,26
"2210404J11Rik",322,327,405,320,582,527,363,685,442,519,526,562,710,422,314
"2210404O07Rik",38,57,86,60,71,81,40,86,39,96,50,10,97,18,52
"2210404O09Rik",187,328,178,394,302,331,217,518,300,329,193,326,350,50,222
"2210407C18Rik",30,34,400,4,455,440,284,394,280,558,1683,3083,1816,908,1123
"2210408F21Rik",271,226,296,285,271,221,210,281,221,254,383,526,283,270,197
"2210408I21Rik",690,1038,359,1053,788,389,248,512,482,402,484,461,657,152,67
"2210409D07Rik",0,0,5,0,7,24,3,13,18,4,0,0,16,0,2
"2210409E12Rik",0,10,569,17,163,47,44,219,28,65,9,18,13,16,105
"2210414B05Rik",0,13,0,4,0,0,0,0,0,0,0,0,0,0,0
"2210416O15Rik",40,32,17,63,63,40,31,28,35,31,27,12,28,23,41
"2210417A02Rik",0,0,15,1,6,0,8,2,1,9,9,3,26,4,0
"2210417K05Rik",28,7,94,25,61,89,95,102,54,88,82,122,115,104,101
"2210420H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300002M23Rik",0,0,4,0,32,106,61,99,81,136,0,13,10,77,105
"2300003K06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300005B03Rik",4,5,4,12,0,6,4,1,3,0,0,7,0,2,0
"2300009A05Rik",427,277,426,427,366,423,358,428,287,415,490,576,479,352,573
"2310001H17Rik",132,109,458,75,431,417,398,592,297,538,990,1543,857,738,795
"2310001K24Rik",0,9,5,1,1,1,3,4,10,3,13,0,1,3,1
"2310002D06Rik",10,1,1,0,0,0,3,9,1,4,13,38,23,0,10
"2310002F09Rik",1,5,0,4,0,0,0,0,0,0,0,0,0,0,0
"2310002J15Rik",0,0,13,0,0,0,12,0,0,1,0,0,0,0,0
"2310002L09Rik",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"2310003H01Rik",965,1733,1907,787,1512,1434,1383,1748,1614,1390,1241,1186,973,2051,1642
"2310005A03Rik",0,0,0,0,0,0,0,0,0,1,0,0,9,0,0
"2310005E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005G13Rik",0,0,0,7,0,16,0,1,0,0,0,23,0,0,0
"2310007B03Rik",0,34,389,2,149,361,194,498,359,149,40,59,57,100,55
"2310007L24Rik",0,0,16,2,10,11,4,3,5,3,12,5,27,10,5
"2310008H04Rik",1501,2329,2094,2139,2379,1346,1363,1951,1260,1636,856,1064,1108,1036,1099
"2310008H09Rik",1053,1088,1694,974,2141,1931,1692,2666,1599,2291,2357,2886,2027,1758,1542
"2310008N11Rik",0,0,0,0,0,3,0,3,3,0,2,5,7,1,3
"2310009A05Rik",244,193,446,365,430,329,401,515,253,430,553,806,432,396,654
"2310009B15Rik",126,74,102,145,167,154,122,136,128,132,201,161,213,132,168
"2310010J17Rik",44,26,44,78,40,41,31,38,41,38,63,41,51,26,52
"2310010M20Rik",0,0,0,0,0,13,0,0,0,0,0,0,7,1,27
"2310011J03Rik",2156,2375,2442,1783,2387,1727,1756,2311,1619,2175,1853,2468,2411,2235,2523
"2310014F07Rik",19,36,149,21,74,223,189,147,182,130,128,152,161,123,139
"2310014L17Rik",32,15,412,1,277,322,217,289,275,306,288,509,465,368,230
"2310015A10Rik",393,211,217,341,405,344,156,315,419,272,449,265,655,226,277
"2310015B20Rik",25,15,0,41,20,0,0,1,0,0,0,2,0,0,0
"2310015D24Rik",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2310016D03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310020H05Rik",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2310022A10Rik",539,874,1159,524,1040,1067,1084,1137,1032,1096,790,508,867,1564,1500
"2310022B05Rik",2175,2707,1584,3262,3547,1796,1297,1485,1684,1627,1002,724,1115,1547,2333
"2310030A07Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2310030G06Rik",112,52,659,61,658,885,694,1330,732,972,1447,2149,1599,1016,744
"2310033P09Rik",633,522,795,663,687,786,627,836,615,600,841,958,1005,564,967
"2310034C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310034G01Rik",22,19,28,15,59,60,28,76,35,58,51,107,88,94,83
"2310034O05Rik",1,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"2310035C23Rik",1808,3489,2622,2335,3375,4666,2600,4473,4312,3927,3382,3566,3372,2719,2981
"2310036O22Rik",1957,1745,2882,1861,2463,1872,1784,2459,1771,1765,2457,2304,2409,2017,2396
"2310039H08Rik",542,454,836,586,974,544,809,754,320,806,1156,1633,1066,1020,1058
"2310039L15Rik",0,11,0,2,9,0,0,0,0,0,0,0,0,0,0
"2310040G24Rik",28,24,205,23,162,196,223,242,145,367,307,394,277,208,341
"2310042D19Rik",18,104,564,50,341,451,413,309,384,434,283,427,590,544,631
"2310042E22Rik",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2310043L19Rik",0,1,1,0,12,0,0,1,0,0,4,0,0,0,2
"2310043O21Rik",0,0,2,0,1,4,1,0,6,2,7,2,9,1,5
"2310044G17Rik",1706,2487,2967,1663,2479,4551,2497,3340,4537,2469,2925,2016,4485,2444,2655
"2310045N01Rik",337,402,277,384,481,210,242,238,143,224,289,263,312,273,303
"2310047M10Rik",466,318,325,406,480,324,346,277,242,334,237,284,420,413,390
"2310050B05Rik",18,3,6,16,8,2,3,5,4,2,8,4,11,5,9
"2310050C09Rik",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057M21Rik",772,890,982,975,784,1087,844,1160,894,745,783,711,717,598,752
"2310057N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310061I04Rik",226,258,414,293,472,522,546,421,618,455,366,510,532,520,618
"2310061J03Rik",652,500,295,775,504,308,292,224,281,259,231,223,334,213,312
"2310061N02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310065F04Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2310067B10Rik",1067,1778,1742,1017,2572,2807,1804,2592,2382,2223,1669,1992,1426,2031,2419
"2310068J16Rik",82,37,69,100,84,69,39,47,46,58,63,70,58,18,23
"2310069B03Rik",1,3,0,0,15,7,25,21,16,8,5,21,25,0,4
"2310069G16Rik",5,1,0,0,8,3,0,0,1,1,0,11,0,0,0
"2310079G19Rik",0,0,0,0,0,0,26,0,0,1,0,0,19,0,0
"2310081J21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410002F23Rik",4895,4926,6844,4965,5393,6720,5202,6908,6191,5980,5978,4996,6799,6437,6846
"2410003L11Rik",0,0,0,0,0,2,0,0,0,0,0,0,3,0,1
"2410004B18Rik",1353,1070,1362,1444,1613,1734,1335,1373,1651,1337,1604,1154,1781,1380,1591
"2410004I01Rik",152,98,0,129,94,0,0,0,0,5,0,22,0,0,21
"2410004N09Rik",128,49,92,123,99,109,130,85,99,91,122,113,197,101,156
"2410004P03Rik",13,26,97,20,28,61,20,19,27,15,1,14,33,0,32
"2410006H16Rik",1784,657,1062,2113,1441,1439,1193,1034,1164,1035,2297,1512,2419,1442,1781
"2410007B07Rik",8,5,0,0,10,0,0,0,0,0,0,0,0,0,0
"2410012E07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410012M07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410015M20Rik",1127,796,2053,1153,1818,1642,1618,2065,1262,1913,2863,3300,2786,2122,2583
"2410016O06Rik",464,758,1335,446,883,899,954,691,1005,662,646,896,863,1510,1406
"2410017I17Rik",28,12,1,13,13,2,0,2,0,0,1,0,0,0,0
"2410018L13Rik",29,30,14,20,57,1,0,15,3,0,0,9,14,0,17
"2410018M08Rik",495,301,145,676,408,111,176,60,109,157,230,189,148,181,152
"2410021H03Rik",0,9,0,10,10,0,0,0,0,0,0,0,0,0,0
"2410057H14Rik",6,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"2410066E13Rik",3737,2670,1003,4053,1663,1115,521,1091,1010,621,1135,623,1099,677,709
"2410076I21Rik",99,99,12,54,80,4,8,14,11,21,11,0,10,10,2
"2410088K16Rik",0,0,0,0,2,0,8,3,7,0,3,0,0,0,4
"2410089E03Rik",2048,2014,1516,2466,2076,1486,1040,1641,1423,1265,920,569,783,433,1308
"2410114N07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410124H12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410127L17Rik",398,307,294,446,412,370,259,384,329,351,435,378,469,224,260
"2410131K14Rik",1104,1056,1092,977,1179,1040,802,1124,975,977,884,966,1008,940,954
"2410137F16Rik",0,0,0,0,7,0,0,1,0,0,0,0,0,0,0
"2410137M14Rik",0,3,0,0,4,0,0,0,1,0,0,0,0,0,0
"2410141K09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2500004C02Rik",102,139,146,116,157,293,130,206,197,219,188,148,243,122,220
"2510002D24Rik",645,677,1592,724,1252,1881,1503,2160,1724,1929,1850,1866,1818,1605,1501
"2510003D18Rik",4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"2510003E04Rik",3312,3789,2771,3889,3229,2247,1900,2884,2381,2510,2519,3014,3136,2280,2838
"2510009E07Rik",6191,8731,2056,6758,5063,553,324,827,573,578,1243,1258,874,364,543
"2510039O18Rik",2897,4249,7455,3048,5738,7701,5366,6077,7478,5837,5513,5025,6065,7342,6077
"2510049J12Rik",14,1,23,28,14,22,20,97,29,37,4,25,0,6,23
"2600006L11Rik",24,1,1,8,1,0,0,0,0,0,0,0,0,0,0
"2610001J05Rik",2871,2650,1159,3226,2422,1111,822,1266,875,1085,1553,1835,1566,1011,1361
"2610002J02Rik",1152,1014,1627,1209,1463,1555,1367,1862,1662,1564,1180,1630,1595,1788,2226
"2610002M06Rik",770,1468,2360,1224,1828,3271,2445,4246,3087,2863,2124,2463,2385,1687,2032
