#1.2							
16155	6						
NAME	Description	A-Erg3	A-Erg4	A-Erg5	A-Nrm4	A-Nrm5	A-Nrm6
ADARB1	NA	228	12	28	659	481	419
ADARB2	NA	0	2	24	69	65	113
ADAT1	NA	65	122	137	142	95	125
ADAT2	NA	175	134	195	131	110	89
ADAT3	NA	51	90	123	63	60	13
ADCK1	NA	518	526	442	402	465	360
ADCK2	NA	500	807	876	919	779	684
ADCK3	NA	1390	2570	3189	897	491	800
ADCK4	NA	1207	634	560	668	679	546
ADCK5	NA	368	634	636	958	814	492
ADCY1	NA	45	46	40	1	58	140
ADCY10	NA	4	8	30	0	18	5
ADCY2	NA	42	1	5	108	94	39
ADCY3	NA	149	70	60	158	124	99
ADCY4	NA	194	42	64	107	93	67
ADCY5	NA	32	3	41	513	607	210
ADCY6	NA	257	108	145	350	420	569
ADCY7	NA	1526	2939	3779	1013	1667	687
ADCY8	NA	1	17	13	11	32	2
ADCY9	NA	52	61	92	259	224	196
ADCYAP1	NA	19	15	50	0	4	0
ADD1	NA	3256	3403	3330	10629	8269	4991
ADD2	NA	63	17	21	10	42	1
ADD3	NA	2055	3396	3301	22387	17091	9779
ADGB	NA	33	23	56	5	52	2
ADH1C	NA	3271	5336	4268	24534	17561	11476
ADH4	NA	2	14	28	0	2	0
ADH5	NA	2478	3635	3308	5587	4466	2694
ADH7	NA	58	9	23	430	299	118
ADHFE1	NA	60	55	35	794	573	399
ADI1	NA	1332	1786	1911	1840	1595	976
ADIPOQ	NA	9	2	13	0	79	7
ADIPOR1	NA	5896	4498	4659	3375	3079	2734
ADIPOR2	NA	627	930	1296	844	878	494
ADK	NA	3958	1838	1380	12307	9661	5665
ADM	NA	501	266	307	5910	3945	4926
ADM2	NA	10	5	4	3	0	0
ADNP	NA	1254	1347	1729	1309	1279	1391
ADNP2	NA	506	505	571	474	345	547
ADO	NA	2911	1815	2135	9892	9293	4184
ADORA1	NA	41	38	84	137	324	210
ADORA2A	NA	167	847	902	27	14	38
ADORA2B	NA	489	486	311	931	312	463
ADORA3	NA	34	107	96	3	7	0
ADPGK	NA	355	520	479	387	362	298
ADPRH	NA	3797	3320	2611	6214	5096	2622
ADPRHL1	NA	9	5	9	7	6	0
ADPRHL2	NA	344	430	630	715	680	339
ADPRM	NA	525	971	1212	1143	807	604
ADRA1A	NA	10	19	119	6	204	36
ADRA1B	NA	0	4	0	355	252	102
ADRA1D	NA	1	1	1	0	10	1
ADRA2A	NA	23	16	16	5	15	38
ADRA2B	NA	113	26	74	0	4	0
ADRA2C	NA	0	5	1	31	7	4
ADRB1	NA	13	52	46	0	10	7
ADRB2	NA	1508	1467	1443	380	288	1223
ADRB3	NA	11	7	1	10	0	30
ADRBK1	NA	1841	3268	3264	755	713	572
ADRBK2	NA	595	657	953	153	133	215
ADRM1	NA	630	713	839	693	678	448
ADSL	NA	1010	2222	1843	2502	2293	1629
ADSS	NA	1528	2165	2812	2705	2124	1549
ADSSL1	NA	779	477	416	22	17	71
ADTRP	NA	9	15	23	47	57	24
AEBP1	NA	24920	1369	1779	32874	24493	17610
AEBP2	NA	1341	2461	3224	1075	895	1004
AEN	NA	355	515	455	557	498	165
AES	NA	1248	2271	2821	3266	2965	1715
AFAP1	NA	2512	912	1553	7587	6176	3224
AFAP1L1	NA	73	41	69	56	79	400
AFAP1L2	NA	438	59	112	680	595	1199
AFF1	NA	1564	1314	1902	1023	909	1902
AFF3	NA	77	376	328	342	332	258
AFF4	NA	2883	2193	3304	4015	2736	3128
AFG3L2	NA	383	527	707	729	596	349
AFM	NA	0	1	1	7	4	0
AFMID	NA	297	845	726	207	199	167
AFP	NA	5	124	45	2	1	1
AFTPH	NA	1412	2718	2996	2516	1117	1324
AGA	NA	2325	1878	2048	5482	4521	2094
AGAP1	NA	649	279	166	2899	1974	1343
AGAP2	NA	13	145	170	2	2	7
AGAP3	NA	371	266	302	417	456	323
AGBL1	NA	10	35	12	1	2	1
AGBL2	NA	22	4	5	130	111	21
AGBL3	NA	40	67	55	183	130	177
AGBL4	NA	0	0	6	2	6	0
AGBL5	NA	42	89	159	80	78	59
AGER	NA	33	4	15	101	209	87
AGFG1	NA	556	981	903	678	600	272
AGFG2	NA	475	803	817	1098	924	725
AGGF1	NA	502	645	705	872	792	585
AGK	NA	243	260	270	1045	841	426
AGL	NA	250	212	331	593	597	467
AGMAT	NA	0	0	3	6	4	0
AGMO	NA	518	243	191	2347	1525	1042
AGPAT1	NA	606	585	539	789	769	489
AGPAT2	NA	339	336	390	775	977	477
AGPAT4	NA	2209	1272	1557	2878	2314	1004
AGPAT5	NA	837	994	1214	1060	921	1272
AGPAT6	NA	3695	2028	2576	5691	5242	3144
AGPAT9	NA	990	652	601	728	562	319
AGPS	NA	778	983	1242	754	548	474
AGR2	NA	921	9663	6956	15051	11450	1031
AGR3	NA	0	6	8	0	1	0
AGRN	NA	1228	703	526	442	508	2620
AGRP	NA	9	11	8	2	44	7
AGT	NA	69	43	43	383	389	208
AGTPBP1	NA	387	519	500	836	761	433
AGTR1	NA	67	46	86	2054	891	1437
AGTR2	NA	144	1	0	136	15	20
AGTRAP	NA	1372	1201	1107	3321	2209	1274
AGXT	NA	1	0	1	0	0	0
AGXT2	NA	0	0	2	4	2	0
AHCTF1	NA	685	827	1312	1061	1009	828
AHCY	NA	278	282	315	293	328	227
AHCYL1	NA	1301	1080	1447	3396	3097	2090
AHCYL2	NA	763	1489	1470	778	681	931
AHDC1	NA	102	137	167	271	227	160
AHI1	NA	461	409	628	917	830	496
AHNAK	NA	15558	9257	12441	80131	57449	31774
AHR	NA	1125	1300	1971	247	216	1064
AHRR	NA	14	2	6	16	49	1
AHSA1	NA	2214	2501	2673	3410	3153	1816
AHSG	NA	11	0	4	0	1	4
AICDA	NA	5	69	91	0	1	0
AIDA	NA	604	499	472	1858	1237	704
AIF1	NA	5925	3687	5935	66	30	458
AIF1L	NA	977	148	59	3165	1677	995
AIFM1	NA	746	1069	1024	1673	1574	968
AIFM2	NA	339	236	205	1446	1059	745
AIFM3	NA	2	13	14	38	68	0
AIG1	NA	864	407	371	1582	883	942
AIM1	NA	476	2367	2786	183	116	661
AIM1L	NA	14	210	288	0	18	12
AIM2	NA	514	774	1162	8	0	63
AIMP1	NA	1684	2624	2626	3044	2608	2035
AIMP2	NA	935	1226	932	2125	1671	928
AIP	NA	2493	3825	3436	4700	4476	2280
AIPL1	NA	0	0	0	0	2	1
AIRE	NA	4	21	21	6	15	0
AJAP1	NA	36	0	22	2	3	9
AJUBA	NA	130	69	54	105	128	478
AK1	NA	3030	314	502	3141	2394	1077
AK2	NA	1969	3136	3399	1726	1569	1026
AK3	NA	1978	1849	1383	7496	6415	3847
AK4	NA	79	89	44	120	205	50
AK5	NA	250	21	29	98	90	60
AK7	NA	24	21	36	16	26	1
AK8	NA	59	52	26	2	3	3
AKAP1	NA	229	208	167	499	510	1411
AKAP10	NA	274	506	683	500	308	300
AKAP11	NA	630	521	759	1936	1234	868
AKAP12	NA	983	689	710	19106	13603	6669
AKAP13	NA	7811	12933	16771	11770	9520	4733
AKAP14	NA	16	0	0	0	3	0
AKAP2	NA	5894	1181	1941	6984	8108	3454
AKAP3	NA	1	0	4	1	1	3
AKAP4	NA	0	0	1	0	0	0
AKAP5	NA	70	145	111	39	37	17
AKAP6	NA	59	5	35	2	40	25
AKAP7	NA	127	107	121	504	335	368
AKAP8	NA	1645	3557	4363	3053	3038	2348
AKAP8L	NA	1034	777	1287	1179	1150	1063
AKIP1	NA	610	916	898	1455	887	811
AKIRIN1	NA	485	677	849	549	662	605
AKIRIN2	NA	330	331	401	296	291	210
AKNA	NA	1531	3972	5341	308	243	302
AKNAD1	NA	0	1	3	13	20	25
ALPI	NA	0	0	1	0	0	0
AKR1A1	NA	16896	13295	14381	25357	20214	11764
AKR1B1	NA	16	21	27	28	30	10
AKR1B10	NA	1364	271	225	2189	1712	1420
AKR1C3	NA	10	54	0	583	128	315
AKR1C1	NA	0	1	4	0	4	0
AKR1C4	NA	0	0	0	0	1	0
AKR1D1	NA	0	0	0	1	15	0
AKR1E2	NA	671	649	602	3005	2042	1742
AKR7A2	NA	398	334	388	1054	796	664
AKT1	NA	1500	1496	1312	1946	1548	1305
AKT1S1	NA	487	190	178	770	721	550
AKT2	NA	1586	1206	1164	3506	2881	1439
AKT3	NA	318	301	414	618	593	302
AKTIP	NA	931	1006	889	3163	3375	1747
ALAD	NA	592	1467	1167	1097	1120	1082
ALAS1	NA	3042	3086	2510	6954	6527	3370
ALAS2	NA	48	633	624	149	88	32
ALB	NA	1	14	20	1	4	12
ALCAM	NA	2735	2474	1944	1545	1412	448
ALDH16A1	NA	557	664	691	555	505	560
ALDH18A1	NA	972	871	1020	2875	2960	1211
ALDH1A1	NA	1330	303	427	13122	18641	11795
ALDH1A2	NA	8644	382	645	1056	1246	399
ALDH1A3	NA	380	127	112	10218	5569	3351
ALDH1B1	NA	146	338	362	317	120	72
ALDH1L1	NA	170	67	34	261	236	79
ALDH1L2	NA	166	13	46	210	283	92
ALDH2	NA	3965	4037	3220	16349	14108	15764
ALDH3A1	NA	32	14	13	348	328	1312
ALDH3A2	NA	1596	1618	1708	5864	4909	2259
ALDH3B1	NA	879	730	574	457	339	305
ALDH4A1	NA	398	415	383	805	653	1057
ALDH5A1	NA	19	17	77	77	70	97
ALDH6A1	NA	1138	946	914	12368	8834	16272
ALDH7A1	NA	1070	522	394	4949	3979	1767
ALDH8A1	NA	4	3	47	7	25	7
ALDH9A1	NA	1223	1451	1347	2001	1685	1565
ALDOA	NA	25148	41586	34253	30548	26587	15339
ALDOB	NA	0	13	15	0	12	0
ALDOC	NA	302	1049	527	68	58	94
ALG1	NA	372	491	429	547	431	211
ALG10	NA	267	237	303	337	336	215
ALG11	NA	1677	2086	1858	5963	5365	2735
ALG12	NA	362	356	381	607	364	311
ALG14	NA	612	453	348	2290	1947	879
ALG2	NA	876	625	688	1154	1160	648
ALG3	NA	421	548	678	672	722	281
ALG5	NA	1594	1802	1854	3399	2463	1225
ALG6	NA	507	267	360	1374	1158	544
ALG8	NA	405	395	414	836	604	256
ALG9	NA	427	293	381	667	540	362
ALK	NA	8	13	13	4	13	2
ALKBH1	NA	652	982	1236	603	620	585
ALKBH2	NA	104	161	78	124	130	119
ALKBH3	NA	583	505	780	1101	839	656
ALKBH4	NA	217	712	627	242	203	89
ALKBH5	NA	3998	4715	5180	9419	7690	4376
ALKBH6	NA	792	1696	1722	1291	1173	853
ALKBH7	NA	246	447	377	648	400	396
ALKBH8	NA	204	391	518	741	700	473
ALLC	NA	1	9	3	1	3	0
ALMS1	NA	89	101	103	299	220	85
ALOX12	NA	82	226	106	600	819	237
ALOX12B	NA	1	0	0	0	0	0
ALOX15	NA	98	314	80	283	180	153
ALOX5	NA	580	678	272	13	49	216
ALOX5AP	NA	10548	6976	5696	215	296	1018
ALOX15B	NA	1	18	4	11	8	0
ALOXE3	NA	3	27	36	26	38	19
ALPP	NA	1	0	0	1	0	0
ALPK1	NA	226	147	281	81	147	375
ALPK2	NA	299	116	124	2	51	2
ALPK3	NA	44	58	67	228	215	78
ALPL	NA	408	201	193	7424	15126	5441
ALPPL2	NA	0	0	0	0	0	0
ALS2	NA	393	571	563	453	341	334
ALS2CL	NA	187	592	697	150	140	111
ALS2CR12	NA	4	1	1	0	3	0
ALX1	NA	0	1	25	7	0	2
ALX3	NA	0	2	10	14	1	0
ALX4	NA	30	23	49	20	133	15
AMACR	NA	237	255	137	744	545	337
AMBN	NA	0	0	19	0	1	0
AMBP	NA	60	54	7	0	1	0
AMBRA1	NA	495	1121	1451	853	815	463
AMD1	NA	0	0	0	0	0	0
AMDHD1	NA	5	9	34	12	8	14
AMDHD2	NA	1357	1207	1304	880	643	440
AMELY	NA	0	0	0	0	0	0
AMER1	NA	399	425	486	1927	1376	892
AMER2	NA	165	82	39	0	16	0
AMER3	NA	2	0	5	5	6	0
AMFR	NA	1621	1798	2037	2200	1790	1615
AMH	NA	1	0	1	1	0	0
AMHR2	NA	0	6	2	7	12	2
AMICA1	NA	801	2932	3024	12	36	17
AMIGO1	NA	51	102	23	313	473	259
AMIGO2	NA	94	54	24	194	193	87
AMIGO3	NA	140	48	61	86	188	81
AMMECR1	NA	185	93	159	355	202	90
AMMECR1L	NA	1619	1545	1634	3071	2719	2217
AMN	NA	171	15	18	0	6	1
AMN1	NA	429	560	511	594	680	581
AMOT	NA	138	70	98	810	1307	364
AMOTL1	NA	3290	333	395	11572	10402	10223
AMOTL2	NA	1178	174	218	2341	2112	2476
AMPD1	NA	9	10	33	9	24	5
AMPD2	NA	793	710	720	1009	1078	790
AMPD3	NA	464	549	542	3096	1823	1085
AMPH	NA	0	13	26	68	54	60
AMT	NA	20	33	28	55	70	43
AMTN	NA	0	1	3	0	5	0
AMY2A	NA	146	0	22	1996	1255	736
AMY2B	NA	0	0	0	0	0	0
AMZ1	NA	804	657	1011	18	10	19
ANAPC1	NA	836	1372	1499	2884	2160	1282
ANAPC10	NA	800	1027	1169	1689	1415	772
ANAPC11	NA	3010	2924	2611	5283	4825	3014
ANAPC13	NA	1118	1396	1472	2476	2122	1696
ANAPC16	NA	1331	1763	1747	3060	2915	1927
ANAPC2	NA	1784	1843	2028	3489	2670	1702
ANAPC4	NA	1328	1647	1540	4231	3235	1872
ANAPC5	NA	2968	3860	3585	9055	6775	4892
ANAPC7	NA	735	779	893	1474	1349	816
ANG	NA	633	221	305	2136	1621	772
ANGEL1	NA	127	317	286	356	308	81
ANGEL2	NA	1236	1637	1916	2113	1669	1301
ANGPT1	NA	2476	113	184	695	549	203
ANGPT2	NA	144	124	177	149	206	3
ANGPT4	NA	2078	118	175	4524	3743	1443
ANGPTL1	NA	27	44	49	510	348	181
ANGPTL2	NA	2190	411	254	5442	4216	1776
ANGPTL3	NA	9	6	12	5	3	0
ANGPTL4	NA	1505	247	207	6627	6805	1412
ANGPTL6	NA	41	59	20	77	49	43
ANGPTL7	NA	3742	287	408	13520	13785	1927
ANKH	NA	1269	532	846	808	709	552
ANK1	NA	3	2	4	11	17	21
ANK3	NA	282	367	455	2338	2706	2919
ANKAR	NA	2	15	31	7	23	0
ANKDD1B	NA	33	25	12	80	68	33
ANKEF1	NA	0	1	13	30	25	1
ANKFN1	NA	0	1	0	6	0	0
ANKFY1	NA	1578	2104	2924	2777	2291	1686
ANKHD1-EIF4EBP3	NA	1324	1785	2098	1821	1529	1288
ANKIB1	NA	580	895	902	1191	778	463
ANKK1	NA	21	14	23	0	45	0
ANKLE1	NA	15	29	38	30	45	8
ANKLE2	NA	1106	1176	1560	1518	1177	1064
ANKMY1	NA	1	1	14	5	5	3
ANKMY2	NA	524	1195	1105	2073	1959	1011
ANKRA2	NA	272	539	533	883	639	552
ANKRD1	NA	117	33	27	8	27	43
ANKRD10	NA	1299	2012	2323	2216	2203	1694
ANKRD11	NA	3832	4566	6427	3041	2148	2890
ANKRD12	NA	2177	3391	4474	3475	3077	1844
ANKRD13A	NA	929	1326	1440	1058	705	666
ANKRD13B	NA	16	11	16	57	18	21
ANKRD13C	NA	350	476	577	519	431	604
ANKRD13D	NA	105	141	80	72	24	38
ANKRD16	NA	286	368	292	519	356	351
ANKRD17	NA	1644	2619	3173	3259	2856	2210
ANKRD2	NA	1	6	2	9	1	4
ANKRD22	NA	146	303	211	83	50	62
ANKRD23	NA	112	315	230	317	218	282
ANKRD24	NA	34	33	22	169	100	112
ANKRD26	NA	284	231	326	806	675	423
ANKRD27	NA	773	983	985	2294	1872	953
ANKRD28	NA	228	254	424	687	428	390
ANKRD29	NA	74	31	98	823	1120	644
ANKRD32	NA	211	662	829	534	401	441
ANKRD33	NA	0	6	0	12	1	0
ANKRD33B	NA	930	850	830	6	15	21
ANKRD34A	NA	22	4	3	0	5	5
ANKRD34B	NA	0	1	25	9	3	2
ANKRD34C	NA	0	0	0	0	0	0
ANKRD35	NA	81	42	18	392	404	172
ANKRD37	NA	253	404	316	129	94	38
ANKRD39	NA	309	478	382	603	521	365
ANKRD40	NA	498	508	782	1389	1394	871
ANKRD42	NA	16	24	40	183	194	76
ANKRD44	NA	1223	2457	3159	408	572	663
ANKRD45	NA	1	5	7	5	18	0
ANKRD46	NA	1319	1179	1528	5729	4963	2756
ANKRD49	NA	504	705	882	1211	1028	473
ANKRD52	NA	56	36	107	41	47	48
ANKRD53	NA	1	0	0	23	8	32
ANKRD54	NA	106	176	232	156	137	235
ANKRD55	NA	32	75	83	95	73	48
ANKRD6	NA	5	59	48	35	19	23
ANKRD60	NA	3	1	22	0	0	0
ANKRD61	NA	0	1	1	5	3	6
ANKRD63	NA	1	1	4	0	0	0
ANKRD66	NA	41	16	12	1	6	0
ANKRD7	NA	0	2	0	0	10	11
ANKRD9	NA	65	46	78	65	33	63
ANKS1A	NA	366	304	500	956	909	491
ANKS1B	NA	12	57	50	7	28	4
ANKS3	NA	698	808	787	1149	992	789
ANKS4B	NA	0	8	6	0	0	0
ANKS6	NA	32	8	24	59	24	21
ANKZF1	NA	263	484	480	479	394	249
ANLN	NA	277	222	201	661	410	217
ANO1	NA	827	2316	2095	1668	3399	2916
ANO10	NA	784	563	531	3127	1946	964
ANO2	NA	0	1	1	0	2	0
ANO3	NA	30	21	80	357	182	83
ANO4	NA	19	0	8	0	4	0
ANO5	NA	9	2	20	3	20	0
ANO6	NA	3821	2159	2610	7070	5675	5690
ANO7	NA	41	3	1	14	2	11
ANO8	NA	2	0	7	15	1	0
ANO9	NA	1	57	25	13	12	252
ANPEP	NA	712	918	873	4508	2538	1591
ANTXR1	NA	1093	94	213	7129	4127	2827
ANTXR2	NA	2806	1433	2080	10385	6526	3621
ANTXRL	NA	0	0	0	0	0	0
ANXA1	NA	32420	28214	25773	149857	97523	50440
ANXA10	NA	0	4	6	0	0	0
ANXA11	NA	515	830	714	669	589	468
ANXA13	NA	8	82	140	290	105	21
ANXA2	NA	19036	15163	12361	64517	49157	26289
ANXA3	NA	5573	7641	5578	32385	17573	14298
ANXA4	NA	4827	6265	5531	24419	16097	10203
ANXA5	NA	17809	8152	10714	46068	35783	23080
ANXA6	NA	4500	10287	11067	14203	11279	6147
ANXA7	NA	3114	2677	3247	14074	10777	7187
ANXA8	NA	1578	169	339	4893	3013	1430
ANXA9	NA	85	49	60	1400	1196	586
AOAH	NA	931	402	651	9	5	265
AOC2	NA	17	58	37	35	16	31
AOC3	NA	58	11	9	259	552	167
AOX1	NA	118	39	34	1162	858	459
AP1AR	NA	179	484	409	277	239	253
AP1B1	NA	1827	2501	2334	2019	1855	1485
AP1G1	NA	914	1225	1836	2056	1884	1124
AP1G2	NA	418	1759	1434	473	317	402
AP1M1	NA	2013	4041	4066	4968	3623	2034
AP1M2	NA	132	745	476	816	644	359
AP1S1	NA	2509	2395	2152	3639	2971	1793
AP1S2	NA	2052	788	1226	405	529	372
AP1S3	NA	10	97	111	20	3	10
AP2A1	NA	443	416	473	583	638	490
AP2A2	NA	1962	1138	1536	4313	3082	2481
AP2M1	NA	2566	2689	2816	4713	4007	2444
AP2S1	NA	1309	1472	1329	1661	1581	1102
AP3B1	NA	2061	2220	2539	3121	2930	1752
AP3B2	NA	0	5	4	9	2	7
AP3D1	NA	1490	1451	1743	2045	2174	1290
AP3M1	NA	775	1355	1444	2987	2235	1317
AP3M2	NA	470	699	775	1665	1027	508
AP3S1	NA	676	608	589	863	655	361
AP3S2	NA	671	826	918	1643	1299	969
AP4B1	NA	410	564	698	1393	718	495
AP4E1	NA	420	715	652	1125	803	582
AP4M1	NA	106	170	112	150	138	109
AP4S1	NA	232	389	445	707	629	510
AP5B1	NA	117	224	126	95	95	31
AP5M1	NA	465	951	971	1276	1122	790
AP5S1	NA	649	533	421	863	742	418
AP5Z1	NA	418	593	674	405	366	383
APAF1	NA	689	539	654	668	380	469
APBA1	NA	78	57	35	303	224	181
APBA2	NA	41	7	6	2	17	0
APBA3	NA	471	335	498	1327	1171	709
APBB1	NA	350	256	205	1688	1285	913
APBB1IP	NA	1138	1322	1387	712	421	262
APBB2	NA	2578	990	1067	4395	3030	3163
APBB3	NA	305	264	423	335	328	206
APC	NA	672	938	1202	1395	1359	833
APC2	NA	27	4	16	11	52	31
APCDD1	NA	53	1	46	120	167	147
APCS	NA	0	0	0	0	0	0
APEH	NA	377	948	734	831	733	288
APEX1	NA	324	422	468	681	622	320
APEX2	NA	170	328	330	304	363	207
APH1A	NA	292	254	247	472	381	272
APH1B	NA	259	95	218	1162	840	523
API5	NA	2259	3009	3271	4338	3799	2541
APIP	NA	906	1171	1242	1618	1375	895
APITD1-CORT	NA	115	231	324	58	41	44
APLF	NA	65	119	109	531	378	228
APLN	NA	14	5	17	86	22	46
APLNR	NA	20	43	32	0	19	2
APLP1	NA	83	66	76	19	99	21
APLP2	NA	7040	7669	7732	14348	13909	16595
APMAP	NA	1024	1206	1157	1489	1709	1183
APOA1	NA	23	0	11	10	17	16
APOA1BP	NA	1814	1929	1783	3800	2847	2259
APOA2	NA	8	6	11	19	7	3
APOA4	NA	1	0	1	0	5	0
APOA5	NA	0	0	1	0	0	0
APOB	NA	6	27	21	12	28	1
APOBEC1	NA	4964	3923	4343	305	237	761
APOBEC2	NA	0	22	15	1	0	0
APOBEC3B	NA	1222	6552	5812	1419	1452	4712
APOBEC4	NA	0	0	4	0	1	0
APOBR	NA	1308	1366	1064	415	343	208
APOC2	NA	386	220	204	7	0	0
APOC4	NA	38	6	2	0	2	0
APOD	NA	15586	6221	8274	39434	55253	24501
APOE	NA	146736	69770	121920	6635	7643	74797
APOF	NA	368	2789	2182	665	708	20
APOH	NA	5	0	10	50	28	2
APOL6	NA	67	60	34	57	134	23
APOL2	NA	7	10	0	4	1	25
APOLD1	NA	1319	670	1158	14	1	67
APOM	NA	7	9	4	0	8	4
APOO	NA	19	29	46	87	66	44
APOOL	NA	451	684	754	599	561	332
APOPT1	NA	1159	1224	1319	2283	1984	1242
APP	NA	11257	3034	2818	11335	9949	8549
APPBP2	NA	1054	1062	1037	3629	2587	1539
APPL1	NA	1306	1397	2158	3121	2534	1572
APPL2	NA	712	842	815	2213	1730	929
APRT	NA	3274	2541	2645	2945	2901	1690
APTX	NA	655	1031	1231	1264	788	902
AQP1	NA	50	107	126	71	56	36
AQP11	NA	13	30	29	25	137	69
AQP12A	NA	0	1	0	0	0	0
AQP2	NA	55	0	9	71	78	39
AQP3	NA	43	619	650	1465	708	2112
AQP5	NA	98	548	423	14	19	0
AQP6	NA	0	0	1	0	0	0
AQP7	NA	7	3	17	12	26	11
AQP8	NA	0	0	0	0	10	0
AQP9	NA	530	464	340	14	3	57
AQR	NA	694	1292	1336	1329	1028	779
AR	NA	371	416	371	2076	1700	1241
ARAF	NA	1874	3438	3432	4166	3741	2711
ARAP1	NA	7491	2619	2844	12572	13095	5183
ARAP3	NA	444	243	323	43	45	35
ARC	NA	2661	2541	3873	1612	2616	23024
ARCN1	NA	3992	3616	4094	11743	10344	5312
AREG	NA	1082	1053	900	118	23	63
ARF1	NA	11222	11468	12189	16310	14801	8951
ARF3	NA	1961	2353	2811	3229	2206	2091
ARF4	NA	34756	20394	24658	50372	42357	32095
ARF5	NA	1218	1369	1327	1721	1372	1140
ARF6	NA	2242	4877	5649	2477	2151	1978
ARFGAP1	NA	1128	1258	1415	1937	1918	1009
ARFGAP2	NA	1818	2794	3191	3090	2564	1749
ARFGAP3	NA	1859	1460	1684	7348	5699	2926
ARFGEF1	NA	1111	1998	2448	1491	1300	1410
ARFGEF2	NA	886	652	830	444	435	323
ARFIP1	NA	1540	1533	1588	5589	4992	2827
ARFIP2	NA	547	595	586	1274	1259	608
ARFRP1	NA	860	1507	1316	1713	1415	1039
ARG1	NA	3114	1976	1268	33	11	3
ARG2	NA	3357	1735	1781	1099	796	310
ARGLU1	NA	3079	5211	6222	6045	6214	5000
ARHGAP1	NA	2465	3053	3136	6604	5382	3723
ARHGAP10	NA	340	192	216	829	823	309
ARHGAP11A	NA	302	436	363	81	70	79
ARHGAP12	NA	743	1086	970	3176	2443	1655
ARHGAP15	NA	1828	5213	7222	1321	864	653
ARHGAP17	NA	1162	1412	1553	1271	958	1019
ARHGAP18	NA	1612	1489	2013	2687	1995	1791
ARHGAP19	NA	275	298	677	160	176	165
ARHGAP20	NA	191	4	54	2704	1642	1383
ARHGAP21	NA	429	283	506	2122	2031	1291
ARHGAP22	NA	825	323	481	158	175	332
ARHGAP23	NA	226	34	34	366	184	265
ARHGAP24	NA	742	429	561	2448	1535	1464
ARHGAP25	NA	2152	3004	3892	31	6	126
ARHGAP27	NA	297	953	1043	106	66	159
ARHGAP28	NA	241	77	114	2036	1592	722
ARHGAP29	NA	1040	441	625	4123	2861	1768
ARHGAP30	NA	1919	5093	5433	52	31	286
ARHGAP31	NA	636	927	1178	1219	709	905
ARHGAP32	NA	143	167	148	526	555	602
ARHGAP33	NA	59	60	120	96	121	197
ARHGAP36	NA	30	1	2	106	62	25
ARHGAP39	NA	126	193	248	68	84	28
ARHGAP4	NA	588	2587	2644	10	45	86
ARHGAP40	NA	13	41	28	3	4	5
ARHGAP42	NA	298	104	127	1123	743	552
ARHGAP44	NA	107	58	67	1151	780	500
ARHGAP6	NA	157	117	149	1392	927	680
PRR5-ARHGAP8	NA	90	114	114	542	538	138
ARHGAP9	NA	783	2240	2839	1	2	107
ARHGDIA	NA	21068	26684	28071	28890	22253	16182
ARHGDIB	NA	11878	41528	40154	755	652	2029
ARHGDIG	NA	16	20	5	9	26	0
ARHGEF1	NA	834	2098	2729	641	611	694
ARHGEF10	NA	409	276	479	2869	1875	1714
ARHGEF10L	NA	590	481	522	675	572	548
ARHGEF11	NA	215	87	152	447	259	228
ARHGEF12	NA	1746	1175	1556	4884	4301	3197
ARHGEF15	NA	28	48	52	7	102	3
ARHGEF16	NA	42	289	123	148	145	412
ARHGEF17	NA	441	99	170	971	831	745
ARHGEF18	NA	198	653	650	471	423	401
ARHGEF19	NA	85	8	7	49	63	154
ARHGEF2	NA	1869	1284	1819	2074	1596	1231
ARHGEF25	NA	670	102	96	2122	2316	1091
ARHGEF26	NA	158	123	132	54	313	298
ARHGEF28	NA	187	97	130	1534	764	759
ARHGEF3	NA	2496	3925	5255	2860	2627	2113
ARHGEF33	NA	1	3	15	0	1	0
ARHGEF37	NA	3	28	29	2	42	0
ARHGEF39	NA	47	107	51	46	51	38
ARHGEF4	NA	19	80	148	40	77	140
ARHGEF40	NA	579	240	279	1148	1244	702
ARHGEF5	NA	295	394	425	536	620	967
ARHGEF6	NA	952	1903	2266	1129	744	536
ARHGEF7	NA	681	831	849	1179	1103	693
ARHGEF9	NA	56	28	18	448	341	189
ARID1A	NA	2044	4293	5324	2417	2213	2242
ARID1B	NA	2065	2217	3038	2449	2509	2849
ARID2	NA	1060	1583	1541	1841	1571	1576
ARID3A	NA	388	352	312	280	351	120
ARID3B	NA	215	890	921	126	105	307
ARID3C	NA	11	0	0	5	0	2
ARID4A	NA	1920	3070	3829	2245	1755	1785
ARID4B	NA	2094	3322	4582	3513	2745	3068
ARID5A	NA	7234	15547	19119	3629	2907	4798
ARID5B	NA	1637	1356	1668	2803	1844	2213
ARIH1	NA	1777	1928	2749	2779	1822	2516
ARIH2	NA	3837	2767	4075	1636	1381	1759
ARL1	NA	1832	1239	1318	4312	3787	2143
ARL10	NA	48	47	49	63	30	52
ARL11	NA	613	455	326	8	0	16
ARL13A	NA	0	1	6	1	6	0
ARL13B	NA	632	456	834	1743	1466	1168
ARL14	NA	7	47	15	42	28	0
ARL14EP	NA	1400	1978	2195	3382	3566	1833
ARL14EPL	NA	0	0	0	8	0	2
ARL15	NA	177	185	258	878	617	358
ARL16	NA	413	377	344	1213	782	443
ARL2	NA	1074	723	845	1842	1716	962
